GNMUID	Genome ID	Completeness	Contamination	Genome size (bp)	estimated size
GNM016815955	Sulfitobacter pseudonitzschiae MC36-43	99.36	0.02	5027024	5058386 
GNM016817175	Sulfitobacter pseudonitzschiae SC1-105	99.36	0.02	5027302	5058666 
GNM016816975	Sulfitobacter pseudonitzschiae SC1-30	99.36	0.02	5027319	5058683 
GNM016816915	Sulfitobacter pseudonitzschiae SC1-34	99.36	0.02	5027598	5058964 
GNM016815355	Sulfitobacter pseudonitzschiae MC52-68	99.36	0.02	5027609	5058975 
GNM016815975	Sulfitobacter pseudonitzschiae MC36-41	99.36	0.02	5027736	5059102 
GNM016816835	Sulfitobacter pseudonitzschiae SC1-89	99.36	0.02	5027765	5059132 
GNM016816845	Sulfitobacter pseudonitzschiae SC1-38	99.36	0.02	5027878	5059245 
GNM016817005	Sulfitobacter pseudonitzschiae SC1-27	99.36	0.02	5028001	5059369 
GNM016816155	Sulfitobacter pseudonitzschiae MC36-19	99.36	0.02	5028022	5059390 
GNM016815475	Sulfitobacter pseudonitzschiae MC52-17	99.36	0.02	5028080	5059449 
GNM016816935	Sulfitobacter pseudonitzschiae SC1-31	99.36	0.02	5028098	5059467 
GNM016815755	Sulfitobacter pseudonitzschiae TT37-64	99.36	0.02	5028228	5059598 
GNM016815915	Sulfitobacter pseudonitzschiae MC36-44	99.36	0.02	5028587	5059959 
GNM016816735	Sulfitobacter pseudonitzschiae TC12-46	99.36	0.02	5029129	5060504 
GNM016815805	Sulfitobacter pseudonitzschiae TT37-45	99.36	0.02	5029399	5060776 
GNM016816135	Sulfitobacter pseudonitzschiae MC36-1	99.36	0.02	5029822	5061201 
GNM016815985	Sulfitobacter pseudonitzschiae MC36-40	99.36	0.02	5030507	5061891 
GNM016815495	Sulfitobacter pseudonitzschiae MC52-10	99.36	0.02	5031391	5062780 
GNM016815275	Sulfitobacter pseudonitzschiae MC52-74	99.36	0.02	5032022	5063415 
GNM020905675	Pseudosulfitobacter pseudonitzschiae  strain=TT37-74	99.36	0.02	5032027	5063420 
GNM016815325	Sulfitobacter pseudonitzschiae MC52-71	99.36	0.02	5032454	5063850 
GNM016816025	Sulfitobacter pseudonitzschiae MC36-42	99.36	0.02	5033117	5064517 
GNM016815935	Sulfitobacter pseudonitzschiae MC36-45	99.36	0.02	5033391	5064793 
GNM000473205	Pseudophaeobacter arcticus DSM 23566	99.69	0	5049234	5064935 
GNM020905815	Pseudosulfitobacter pseudonitzschiae  strain=TC12-5	99.36	0.02	5033931	5065336 
GNM004342065	Primorskyibacter sedentarius DSM 104836	99.77	0.31	5069498	5065446 
GNM016817115	Sulfitobacter pseudonitzschiae SC1-111	99.36	0.02	5034241	5065648 
GNM014637265	Salipiger profundus CGMCC 1.12377	99.25	0.68	5064296	5067843 
GNM010500245	Ruegeria sp. PrR005	100	0	5069803	5069803 
GNM900106695	Albimonas donghaensis DSM 17890	98.78	0	5014394	5076325 
GNM018222585	Rhodobacteraceae bacterium P03SWT1bin.7	99.1	2.36	5151146	5077021 
GNM003335595	Sulfitobacter sp. DFL-23	99.39	0.71	5087010	5081928 
GNM016816325	Sulfitobacter pseudonitzschiae SC33-87	99.36	0.34	5067046	5082293 
GNM013031725	HKCCD6397	99.25	0.32	5063239	5085105 
GNM016801815	Sulfitobacter pseudonitzschiae SM26-46	99.68	0.69	5104878	5086060 
GNM018760365	Pseudooceanicola sp. CBS1P-1 CBS1P-1	98.36	4.41	5228846	5087911 
GNM000504185	Rhodobacteraceae bacterium PD-2	99.24	3.52	5232338	5091804 
GNM019218285	Mameliella sp. DP3N28-2  strain=DP3N28-2	99.6	0.9	5120735	5095259 
GNM014805345	Sulfitobacter pseudonitzschiae F5	99.62	0.16	5087254	5098471 
GNM002210105	Oceanicola sp. 22II-s10i	100	0.31	5114559	5098753 
GNM020906055	Pseudosulfitobacter pseudonitzschiae  strain=SC1-32	99.36	0.02	5068757	5100379 
GNM002222635	Sulfitobacter pseudonitzschiae SMR1	99.69	0.71	5121602	5101197 
GNM020906475	Pseudosulfitobacter pseudonitzschiae  strain=MC36-14	99.36	0.02	5070155	5101786 
GNM020171285	Seohaeicola saemankumensis  strain=DP4N-5	99.53	0.38	5098781	5103374 
GNM000744325	Roseovarius sp. MCTG156(2b)	99.69	0.41	5113782	5108673 
GNM004006175	Parasedimentitalea marina W43	98.78	0.36	5080916	5124991 
GNM017311415	Pelagibaca abyssi SY10-16	99.7	1.89	5214377	5132766 
GNM900112435	Salipiger profundus DSM 27508	99.39	1.07	5160570	5136940 
GNM002684035	Rhodobacteraceae bacterium CPC40	99.39	3.2	5270755	5137689 
GNM017309175	Salipiger bermudensis SY-1-12	99.4	0.45	5131076	5138784 
GNM016215525		93.66	3.64	5002299	5141109 
GNM001679925	Leisingera sp. JC1	100	0.92	5190966	5143644 
GNM022826205	Silicimonas sp. jk18x22bins.35	92.86	3.89	4979526	5146797 
GNM022347725	Ruegeria sp. Ofav3-42  strain=Ofav3-42	99.25	0.57	5140250	5149519 
GNM020171595	Mameliella alba  strain=DP1N21-1	99.7	0.9	5180925	5150025 
GNM013032505	HKCCD6212	99.25	0.32	5128566	5150714 
GNM021735925	Loktanella sp. M215  strain=M215	99.09	1.74	5197521	5154737 
GNM003352085	Sulfitobacter sp. SK012	99.69	0.71	5176795	5156170 
GNM019801445	Mameliella alba  strain=DP1N14-6	99.6	0.9	5183603	5157814 
GNM000813725	Leisingera sp. ANG-Vp	99.54	0.31	5150147	5157884 
GNM003111685	Salipiger pacificus YSBP01	99.54	0.61	5165968	5158231 
GNM900188335	Tropicimonas sediminicola DSM 29339	100	0.23	5174220	5162347 
GNM022824145	Rhodobacter sp. jk18x7bins.92	91.69	1.2	4796143	5163250 
GNM019801125	Mameliella alba  strain=DP3N21-2	99.7	0.9	5202720	5171690 
GNM019800965	Mameliella alba  strain=DP3N21-4	99.7	0.9	5203096	5172064 
GNM900188425	Antarctobacter heliothermus DSM 11445	99.69	0.15	5174374	5182666 
GNM021043195	Pseudosulfitobacter pseudonitzschiae  strain=MC52-69	99.36	0.66	5184016	5182979 
GNM003703915	Salipiger sp. D13	99.39	1.22	5217351	5185718 
GNM019335255	Epibacterium sp. DP7N7-1  strain=DP7N7-1	99.47	0.77	5199588	5187139 
GNM004535885	Leisingera sp. NJS201	98.37	0.61	5137756	5190701 
GNM022788695	Pseudosulfitobacter sp. DSM 107133  strain=DSM 107133	99.68	0.32	5211890	5211890 
GNM022824315	Silicimonas sp. jk18x7bins.26	90.99	1.31	4813171	5214703 
GNM001975705	Pelagibaca abyssi JLT2014	99.39	1.38	5259072	5218887 
GNM019800995	Mameliella alba  strain=DP3N21-7	99.7	0.9	5250369	5219055 
GNM000600335	Rubellimicrobium mesophilum DSM 19309	93.19	1.06	4921837	5222108 
GNM001046955	Marinovum algicola DG 898	99.64	0.61	5252390	5239292 
GNM000473325	Leisingera caerulea DSM 24564	99.69	2.29	5344419	5240654 
GNM000169415	Sagittula stellata E-37	99.92	0.31	5262893	5250816 
GNM900537105	Tropicibacter sp. Alg239-R130	99.15	0	5209366	5254025 
GNM013031245	HKCCD5857	99.57	0.78	5273537	5255144 
GNM900101505	Mameliella alba CGMCC 1.7290	99.69	0.31	5258327	5258327 
GNM005473895	Carideicomes alvinocaridis SCR17	98.33	1.01	5228280	5263016 
GNM003051025	Mameliella alba DSM 26384	99.69	0.31	5264808	5264808 
GNM017743935	Tropicibacter sp. R16_0	99.47	0	5238434	5266346 
GNM020171865	Salipiger pacificus  strain=AcN7-15	99.37	1.36	5307818	5269352 
GNM013317235	Leisingera sp. ANG59	99.82	1.35	5331509	5269852 
GNM013032445	HKCCD6430	99.15	0.32	5243664	5271603 
GNM900184945	Maliponia aquimaris CECT 8898	100	0.66	5313976	5279134 
GNM020622345	Roseobacter sp. H9  strain=H9	99.57	1.7	5351665	5284551 
GNM003354145	Rhodobacteraceae bacterium Glo_4	98.34	4.02	5421798	5296794 
GNM001558155	Pseudoruegeria sabulilitoris GJMS-35	100	0.46	5324675	5300294 
GNM900313035	Ruegeria sp. EL01	99.39	0.92	5320417	5303975 
GNM900172245	Marinovum algicola CECT 5396	99.69	0.31	5304586	5304586 
GNM900302455	Ruegeria mediterranea CECT 7615	99.39	0	5278962	5311361 
GNM020171405	Salipiger pacificus  strain=AmN21-11	99.3	2.52	5409827	5313128 
GNM013823305		94.2	0.95	5055766	5313469 
GNM002237555	Antarctobacter heliothermus SMS3	100	0.31	5331190	5314714 
GNM002786325	Pseudooceanicola lipolyticus 157	97.55	0.92	5235224	5316567 
GNM002729325	Rhodobacteraceae bacterium NP49	93.23	2.75	5103009	5316742 
GNM000473165	Leisingera aquimarina DSM 24565	100	0.31	5344253	5327737 
GNM008085915	Oceaniovalibus sp. ACAM 378	99.09	1.36	5355034	5331044 
GNM019966545	Roseobacteraceae bacterium T40-3  strain=T40-3	99.57	0.32	5333784	5339658 
GNM019801275	Leisingera daeponensis  strain=DP1Y21-2	99.65	0.44	5349766	5344956 
GNM2828474960	Mameliella phaeodactyli DSM 106184	99.6	0.45	5359236	5356558 
GNM014206915	Mameliella alba DSM 106184	99.6	0.45	5359236	5356558 
GNM009827095	Pseudooceanicola sp. GBMRC 2024	98.36	4.41	5508818	5360337 
GNM010374725	Pseudoruegeria sp. M32A2M	100	1.97	5466515	5360905 
GNM002697785	Rhodobacteraceae bacterium NAT33	96.33	0.62	5201795	5365441 
GNM000813745	Leisingera sp. ANG-M1	98.93	1.07	5375119	5375119 
GNM010499845	Yangia sp. PrR007	99.37	2.64	5489001	5380846 
GNM001509585	Pseudoruegeria marinistellae SF-16	99.69	0.87	5421999	5391805 
GNM900109145	Marinovum algicola DSM 10251	99.69	0.31	5396756	5396756 
GNM001969385	Salipiger profundus JLT2016	99.08	1.22	5424264	5408040 
GNM020177385	Salipiger bermudensis  strain=SY-8	99.7	0.45	5419314	5411197 
GNM019392335	Mameliella sp. CS4  strain=CS4	99.4	1.12	5441328	5413179 
GNM002211225	Mameliella alba JL351	99.69	0.31	5421437	5421437 
GNM004146235	Tropicimonas sp. IMCC6043	100	0.66	5461847	5426035 
GNM011806505	Salipiger sp. HF18	94.5	2.37	5260668	5430647 
GNM014640275	Mameliella alba CGMCC 1.12986	99.6	0.15	5425992	5439591 
GNM000155735	Octadecabacter arcticus 238 DSM 13978	99.39	1.22	5478249	5445034 
GNM2828513066	Rhodobacteraceae bacterium D4M1	100	0.4	5468583	5446796 
GNM005887635	Paraoceanicella profunda D4M1	100	0.4	5468583	5446796 
GNM002211155	Mameliella alba KD53	99.39	0.61	5453782	5453782 
GNM001650975	Roseovarius indicus EhC03	99.69	1.07	5511418	5469847 
GNM001687105	Yangia sp. CCB-MM3	99.69	1.22	5522061	5472263 
GNM014656415	Seohaeicola zhoushanensis KCTC 42650	99.25	1.42	5509734	5473064 
GNM003116585	Ruegeria kandeliae J95	99.39	0.51	5483153	5488642 
GNM002760615	Puniceibacterium antarcticum SM1211	100	0.92	5546835	5496269 
GNM020171555	Salipiger pacificus  strain=AmN0-18	99.37	2.33	5595001	5501476 
GNM001038505	Puniceibacterium sp. IMCC21224	99.8	1.17	5563485	5510038 
GNM900100085	Salipiger marinus DSM 26424	99.69	1.99	5611602	5518885 
GNM010500775	Yangia sp. PrR002	99.7	1.36	5578683	5520169 
GNM011858205	Mameliella alba Ep20	99.6	0.15	5510301	5524111 
GNM000153725	Salipiger bermudensis HTCC2601	98.7	0.31	5482983	5537807 
GNM013214575	Rhodobacteraceae bacterium DT_103	99.25	1.38	5586975	5551997 
GNM002729635	Mameliella sp. NP29	99.01	0.31	5521072	5558872 
GNM002210165	Phaeobacter sp. 22II1-1F12B	99.08	0.31	5533619	5567581 
GNM018222565	Rhodobacteraceae bacterium P03SWT1bin.6	99.6	1.51	5629684	5567881 
GNM019801345	Mameliella alba  strain=DP1N28-5	99.6	0.15	5556923	5570850 
GNM002814095	Sagittula sp. P11	99.69	0.31	5576178	5576178 
GNM016758075	Sulfitobacter sp. BDSS02	99.41	0.85	5604801	5590266 
GNM020524285	Salipiger pacificus  strain=KcN7-14	99.12	2.86	5725348	5614187 
GNM002709405	Rhodobacteraceae bacterium SP126	93.85	1.96	5385524	5621046 
GNM009765275	Pseudooceanicola sp. CAU 1508	98.94	0.59	5596458	5622886 
GNM012274245	Mameliella sp. LZ-28	99.6	1.05	5663795	5627218 
GNM018223035	Rhodobacteraceae bacterium P03SST1bin.16	99.29	0.85	5638475	5630592 
GNM000161755	Citreicella sp. SE45	98.01	0	5523231	5635375 
GNM017303115	Salipiger thiooxidans SY-1-11	99.6	1.81	5765532	5685368 
GNM003335585	Sulfitobacter sp. DFL-14	100	0.15	5696852	5688320 
GNM003448965	Oceanicella sp. SM1341	99.69	1.22	5745566	5693753 
GNM019966495	Tateyamaria pelophila  strain=DSM 17270	98.99	0.16	5649492	5697924 
GNM018500125		91.36	1.73	5344163	5740856 
GNM010499895	Yangia sp. PrR004	99.7	2.58	5920530	5788551 
GNM000442255	Salipiger mucosus DSM 16094	95.85	2.29	5689389	5797217 
GNM900099935	Pseudoruegeria lutimaris DSM 25294	100	0.2	5811514	5799914 
GNM001717995	Ruegeria sp. PBVC088	99.39	0.31	5782529	5799929 
GNM002211205	Mameliella alba F15	99.39	0.31	5786070	5803480 
GNM000807715	Mameliella alba UMTAT08	99.69	0.61	5837382	5819922 
GNM900102075	Salipiger thiooxidans DSM 10146	99.39	0	5871369	5907404 
GNM011405015	Mameliella alba KU6B	98.44	0.23	5832665	5911285 
GNM2830016464	Mameliella atlantica DSM 104732	99.6	0.15	5904156	5918953 
GNM014196895	Mameliella alba DSM 104732	99.6	0.15	5904156	5918953 
GNM002211215	Mameliella alba L6M1-5	99.39	0.31	5902666	5920427 
GNM002687285	Pelagibaca sp. ARS5	91.82	2.75	5608188	5930198 
GNM020524745	Salipiger thiooxidans  strain=DP6Y115-3	99.6	1.51	6046155	5979779 
GNM001441635	Roseovarius indicus B108	100	1.3	6063628	5985812 
GNM013031405	HKCCD8929	99.57	1.34	6081940	6027093 
GNM019966535	Roseobacteraceae bacterium T40-1  strain=T40-1	98.28	0.6	5982853	6050620 
GNM900113695	Albimonas pacifica CGMCC 1.11030	99.08	0	6027197	6083162 
GNM008728195	Roseovarius indicus DSM 26383	100	1.3	6173065	6093845 
GNM002210095	Marinibacterium profundimaris 22II1-22F33	99.69	0.92	6152202	6114901 
GNM013032095	HKCCD9103	99.15	1.26	6144650	6119560 
GNM900100725	Salipiger pacificus CGMCC 1.3455	99.39	0.71	6142129	6135993 
GNM900116195	Salipiger pacificus DSM 26894	99.39	0.71	6143658	6137520 
GNM020171255	Salipiger thiooxidans  strain=DP5Y115-2	99.6	2.01	6285795	6186197 
GNM015223355	Salipiger pacificus 6D45A	99.67	2.33	6350258	6225743 
GNM010500785	Yangia sp. PrR003	99.37	3.77	6433501	6237639 
GNM002685095	Rhodobacteraceae bacterium CPC19	99.69	0.56	6558740	6542384 
GNM003217735	Rhodobacteraceae bacterium La 6	99.69	1.48	6811023	6732256 
GNM013184745	Mangrovicoccus sp. HB161399	99.55	1.97	7179110	7071621 
GNM005870025	Poseidonocella sp. HB161398	99.69	2.75	8102787	7909788 
